Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Location,Postponed,Makeup
20250330,0,Sunday,ATL,NL,4,SDN,NL,4,d,SAN02,,
20250331,0,Monday,MIN,AL,4,CHA,AL,4,d,CHI12,,
20250331,0,Monday,KCA,AL,4,MIL,NL,4,d,MIL06,,
20250331,0,Monday,BOS,AL,5,BAL,AL,5,d,BAL12,,
20250331,0,Monday,COL,NL,4,PHI,NL,4,d,PHI13,,
20250331,0,Monday,TEX,AL,5,CIN,NL,4,n,CIN09,,
20250331,0,Monday,NYN,NL,4,MIA,NL,5,n,MIA02,,
20250331,0,Monday,PIT,NL,5,TBA,AL,4,n,TAM02,,
20250331,0,Monday,WAS,NL,4,TOR,AL,5,n,TOR02,,
20250331,0,Monday,ANA,AL,4,SLN,NL,4,n,STL10,,
20250331,0,Monday,SFN,NL,4,HOU,AL,4,n,HOU03,,
20250331,0,Monday,CLE,AL,4,SDN,NL,5,n,SAN02,,
20250331,0,Monday,DET,AL,4,SEA,AL,5,n,SEA03,,
20250331,0,Monday,CHN,NL,7,ATH,AL,5,n,SAC01,,
20250331,0,Monday,ATL,NL,5,LAN,NL,6,n,LOS03,,
20250401,0,Tuesday,TEX,AL,6,CIN,NL,5,n,CIN09,,
20250401,0,Tuesday,NYN,NL,5,MIA,NL,6,n,MIA02,,
20250401,0,Tuesday,ARI,NL,5,NYA,AL,4,n,NYC21,,
20250401,0,Tuesday,PIT,NL,6,TBA,AL,5,n,TAM02,,
20250401,0,Tuesday,WAS,NL,5,TOR,AL,6,n,TOR02,,
20250401,0,Tuesday,MIN,AL,5,CHA,AL,5,n,CHI12,,
20250401,0,Tuesday,KCA,AL,5,MIL,NL,5,n,MIL06,,
20250401,0,Tuesday,ANA,AL,5,SLN,NL,5,n,STL10,,
20250401,0,Tuesday,SFN,NL,5,HOU,AL,5,n,HOU03,,
20250401,0,Tuesday,CLE,AL,5,SDN,NL,6,n,SAN02,,
20250401,0,Tuesday,DET,AL,5,SEA,AL,6,n,SEA03,,
20250401,0,Tuesday,CHN,NL,8,ATH,AL,6,n,SAC01,,
20250401,0,Tuesday,ATL,NL,6,LAN,NL,7,n,LOS03,,
20250402,0,Wednesday,TEX,AL,7,CIN,NL,6,d,CIN09,,
20250402,0,Wednesday,KCA,AL,6,MIL,NL,6,d,MIL06,,
20250402,0,Wednesday,PIT,NL,7,TBA,AL,6,d,TAM02,,
20250402,0,Wednesday,ANA,AL,6,SLN,NL,6,d,STL10,,
20250402,0,Wednesday,MIN,AL,6,CHA,AL,6,d,CHI12,,
20250402,0,Wednesday,WAS,NL,6,TOR,AL,7,d,TOR02,,
20250402,0,Wednesday,CHN,NL,9,ATH,AL,7,d,SAC01,,
20250402,0,Wednesday,SFN,NL,6,HOU,AL,6,d,HOU03,,
20250402,0,Wednesday,CLE,AL,6,SDN,NL,7,d,SAN02,,
20250402,0,Wednesday,DET,AL,6,SEA,AL,7,d,SEA03,,
20250402,0,Wednesday,NYN,NL,6,MIA,NL,7,d,MIA02,,
20250402,0,Wednesday,BOS,AL,6,BAL,AL,6,n,BAL12,,
20250402,0,Wednesday,COL,NL,5,PHI,NL,5,n,PHI13,,
20250402,0,Wednesday,ARI,NL,6,NYA,AL,5,n,NYC21,,
20250402,0,Wednesday,ATL,NL,7,LAN,NL,8,d,LOS03,,
20250403,0,Thursday,BOS,AL,7,BAL,AL,7,d,BAL12,,
20250403,0,Thursday,COL,NL,6,PHI,NL,6,d,PHI13,,
20250403,0,Thursday,HOU,AL,7,MIN,AL,7,d,MIN04,,
20250403,0,Thursday,ARI,NL,7,NYA,AL,6,n,NYC21,,
20250403,0,Thursday,CIN,NL,7,MIL,NL,7,n,MIL06,,
20250404,0,Friday,CHA,AL,7,DET,AL,7,d,DET05,,
20250404,0,Friday,SLN,NL,7,BOS,AL,8,d,BOS07,,
20250404,0,Friday,SDN,NL,8,CHN,NL,10,d,CHI11,,
20250404,0,Friday,TOR,AL,8,NYN,NL,7,d,NYC20,,
20250404,0,Friday,ATH,AL,8,COL,NL,7,d,DEN02,,
20250404,0,Friday,NYA,AL,7,PIT,NL,8,d,PIT08,,
20250404,0,Friday,SEA,AL,8,SFN,NL,7,d,SFO03,,
20250404,0,Friday,LAN,NL,9,PHI,NL,7,n,PHI13,,
20250404,0,Friday,ARI,NL,8,WAS,NL,7,n,WAS11,,
20250404,0,Friday,MIA,NL,8,ATL,NL,8,n,ATL03,,
20250404,0,Friday,BAL,AL,8,KCA,AL,7,n,KAN06,,
20250404,0,Friday,TBA,AL,7,TEX,AL,8,n,ARL03,,
20250404,0,Friday,CIN,NL,8,MIL,NL,8,n,MIL06,,
20250404,0,Friday,CLE,AL,7,ANA,AL,7,n,ANA01,,
20250405,0,Saturday,CHA,AL,8,DET,AL,8,d,DET05,,
20250405,0,Saturday,HOU,AL,8,MIN,AL,8,d,MIN04,,
20250405,0,Saturday,SDN,NL,9,CHN,NL,11,d,CHI11,,
20250405,0,Saturday,LAN,NL,10,PHI,NL,8,d,PHI13,,
20250405,0,Saturday,NYA,AL,8,PIT,NL,9,d,PIT08,,
20250405,0,Saturday,ARI,NL,9,WAS,NL,8,d,WAS11,,
20250405,0,Saturday,SLN,NL,8,BOS,AL,9,d,BOS07,,
20250405,0,Saturday,BAL,AL,9,KCA,AL,8,d,KAN06,,
20250405,0,Saturday,TBA,AL,8,TEX,AL,9,n,ARL03,,
20250405,0,Saturday,CIN,NL,9,MIL,NL,9,n,MIL06,,
20250405,0,Saturday,TOR,AL,9,NYN,NL,8,n,NYC20,,
20250405,0,Saturday,MIA,NL,9,ATL,NL,9,n,ATL03,,
20250405,0,Saturday,ATH,AL,9,COL,NL,8,n,DEN02,,
20250405,0,Saturday,SEA,AL,9,SFN,NL,8,n,SFO03,,
20250405,0,Saturday,CLE,AL,8,ANA,AL,8,n,ANA01,,
20250406,0,Sunday,MIA,NL,10,ATL,NL,10,d,ATL03,,
20250406,0,Sunday,LAN,NL,11,PHI,NL,9,d,PHI13,,
20250406,0,Sunday,NYA,AL,9,PIT,NL,10,d,PIT08,,
20250406,0,Sunday,ARI,NL,10,WAS,NL,9,d,WAS11,,
20250406,0,Sunday,CHA,AL,9,DET,AL,9,d,DET05,,
20250406,0,Sunday,TOR,AL,10,NYN,NL,9,d,NYC20,,
20250406,0,Sunday,BAL,AL,10,KCA,AL,9,d,KAN06,,
20250406,0,Sunday,CIN,NL,10,MIL,NL,10,d,MIL06,,
20250406,0,Sunday,HOU,AL,9,MIN,AL,9,d,MIN04,,
20250406,0,Sunday,SDN,NL,10,CHN,NL,12,d,CHI11,,
20250406,0,Sunday,TBA,AL,9,TEX,AL,10,d,ARL03,,
20250406,0,Sunday,ATH,AL,10,COL,NL,9,d,DEN02,,
20250406,0,Sunday,SEA,AL,10,SFN,NL,9,d,SFO03,,
20250406,0,Sunday,CLE,AL,9,ANA,AL,9,d,ANA01,,
20250406,0,Sunday,SLN,NL,9,BOS,AL,10,n,BOS07,,
20250407,0,Monday,NYA,AL,10,DET,AL,10,n,DET05,,
20250407,0,Monday,SLN,NL,10,PIT,NL,11,n,PIT08,,
20250407,0,Monday,TOR,AL,11,BOS,AL,11,n,BOS07,,
20250407,0,Monday,LAN,NL,12,WAS,NL,10,n,WAS11,,
20250407,0,Monday,MIA,NL,11,NYN,NL,10,n,NYC20,,
20250407,0,Monday,TEX,AL,11,CHN,NL,13,n,CHI11,,
20250407,0,Monday,MIN,AL,10,KCA,AL,10,n,KAN06,,
20250407,0,Monday,BAL,AL,11,ARI,NL,11,n,PHO01,,
20250407,0,Monday,HOU,AL,10,SEA,AL,11,n,SEA03,,
20250407,0,Monday,CIN,NL,11,SFN,NL,10,n,SFO03,,
20250407,0,Monday,SDN,NL,11,ATH,AL,11,n,SAC01,,
20250408,0,Tuesday,CHA,AL,10,CLE,AL,10,d,CLE08,,
20250408,0,Tuesday,NYA,AL,11,DET,AL,11,n,DET05,,
20250408,0,Tuesday,SLN,NL,11,PIT,NL,12,n,PIT08,,
20250408,0,Tuesday,TOR,AL,12,BOS,AL,12,n,BOS07,,
20250408,0,Tuesday,LAN,NL,13,WAS,NL,11,n,WAS11,,
20250408,0,Tuesday,ANA,AL,10,TBA,AL,10,n,TAM02,,
20250408,0,Tuesday,MIA,NL,12,NYN,NL,11,n,NYC20,,
20250408,0,Tuesday,PHI,NL,10,ATL,NL,11,n,ATL03,,
20250408,0,Tuesday,TEX,AL,12,CHN,NL,14,n,CHI11,,
20250408,0,Tuesday,MIN,AL,11,KCA,AL,11,n,KAN06,,
20250408,0,Tuesday,MIL,NL,11,COL,NL,10,n,DEN02,,
20250408,0,Tuesday,BAL,AL,12,ARI,NL,12,n,PHO01,,
20250408,0,Tuesday,HOU,AL,11,SEA,AL,12,n,SEA03,,
20250408,0,Tuesday,CIN,NL,12,SFN,NL,11,n,SFO03,,
20250408,0,Tuesday,SDN,NL,12,ATH,AL,12,n,SAC01,,
20250409,0,Wednesday,SLN,NL,12,PIT,NL,13,d,PIT08,,
20250409,0,Wednesday,MIA,NL,13,NYN,NL,12,d,NYC20,,
20250409,0,Wednesday,TEX,AL,13,CHN,NL,15,d,CHI11,,
20250409,0,Wednesday,SDN,NL,13,ATH,AL,13,d,SAC01,,
20250409,0,Wednesday,BAL,AL,13,ARI,NL,13,d,PHO01,,
20250409,0,Wednesday,CIN,NL,13,SFN,NL,12,d,SFO03,,
20250409,0,Wednesday,LAN,NL,14,WAS,NL,12,d,WAS11,,
20250409,0,Wednesday,HOU,AL,12,SEA,AL,13,d,SEA03,,
20250409,0,Wednesday,CHA,AL,11,CLE,AL,11,n,CLE08,,
20250409,0,Wednesday,NYA,AL,12,DET,AL,12,n,DET05,,
20250409,0,Wednesday,TOR,AL,13,BOS,AL,13,n,BOS07,,
20250409,0,Wednesday,ANA,AL,11,TBA,AL,11,n,TAM02,,
20250409,0,Wednesday,PHI,NL,11,ATL,NL,12,n,ATL03,,
20250409,0,Wednesday,MIN,AL,12,KCA,AL,12,n,KAN06,,
20250409,0,Wednesday,MIL,NL,12,COL,NL,11,n,DEN02,,
20250410,0,Thursday,CHA,AL,12,CLE,AL,12,d,CLE08,,
20250410,0,Thursday,ANA,AL,12,TBA,AL,12,d,TAM02,,
20250410,0,Thursday,MIN,AL,13,KCA,AL,13,d,KAN06,,
20250410,0,Thursday,MIL,NL,13,COL,NL,12,d,DEN02,,
20250410,0,Thursday,TOR,AL,14,BOS,AL,14,d,BOS07,,
20250410,0,Thursday,PHI,NL,12,ATL,NL,13,n,ATL03,,
20250411,0,Friday,KCA,AL,14,CLE,AL,13,n,CLE08,,
20250411,0,Friday,PIT,NL,14,CIN,NL,14,n,CIN09,,
20250411,0,Friday,TOR,AL,15,BAL,AL,14,n,BAL12,,
20250411,0,Friday,SFN,NL,13,NYA,AL,13,n,NYC21,,
20250411,0,Friday,ATL,NL,14,TBA,AL,13,n,TAM02,,
20250411,0,Friday,WAS,NL,13,MIA,NL,14,n,MIA02,,
20250411,0,Friday,BOS,AL,15,CHA,AL,13,n,CHI12,,
20250411,0,Friday,ANA,AL,13,HOU,AL,13,d,HOU03,,
20250411,0,Friday,DET,AL,13,MIN,AL,14,n,MIN04,,
20250411,0,Friday,PHI,NL,13,SLN,NL,13,n,STL10,,
20250411,0,Friday,MIL,NL,14,ARI,NL,14,n,PHO01,,
20250411,0,Friday,COL,NL,13,SDN,NL,14,n,SAN02,,
20250411,0,Friday,TEX,AL,14,SEA,AL,14,n,SEA03,,
20250411,0,Friday,NYN,NL,13,ATH,AL,14,n,SAC01,,
20250411,0,Friday,CHN,NL,16,LAN,NL,15,n,LOS03,,
20250412,0,Saturday,DET,AL,14,MIN,AL,15,d,MIN04,,
20250412,0,Saturday,PHI,NL,14,SLN,NL,14,d,STL10,,
20250412,0,Saturday,NYN,NL,14,ATH,AL,15,d,SAC01,,
20250412,0,Saturday,TOR,AL,16,BAL,AL,15,d,BAL12,,
20250412,0,Saturday,SFN,NL,14,NYA,AL,14,d,NYC21,,
20250412,0,Saturday,BOS,AL,16,CHA,AL,14,d,CHI12,,
20250412,0,Saturday,WAS,NL,14,MIA,NL,15,d,MIA02,,
20250412,0,Saturday,ATL,NL,15,TBA,AL,14,d,TAM02,,
20250412,0,Saturday,KCA,AL,15,CLE,AL,14,n,CLE08,,
20250412,0,Saturday,PIT,NL,15,CIN,NL,15,n,CIN09,,
20250412,0,Saturday,ANA,AL,14,HOU,AL,14,d,HOU03,,
20250412,0,Saturday,MIL,NL,15,ARI,NL,15,d,PHO01,,
20250412,0,Saturday,COL,NL,14,SDN,NL,15,d,SAN02,,
20250412,0,Saturday,CHN,NL,17,LAN,NL,16,n,LOS03,,
20250412,0,Saturday,TEX,AL,15,SEA,AL,15,n,SEA03,,
20250413,0,Sunday,TOR,AL,17,BAL,AL,16,d,BAL12,,
20250413,0,Sunday,SFN,NL,15,NYA,AL,15,d,NYC21,,
20250413,0,Sunday,PIT,NL,16,CIN,NL,16,d,CIN09,,
20250413,0,Sunday,KCA,AL,16,CLE,AL,15,d,CLE08,,
20250413,0,Sunday,WAS,NL,15,MIA,NL,16,d,MIA02,,
20250413,0,Sunday,ATL,NL,16,TBA,AL,15,d,TAM02,,
20250413,0,Sunday,BOS,AL,17,CHA,AL,15,d,CHI12,,
20250413,0,Sunday,ANA,AL,15,HOU,AL,15,d,HOU03,,
20250413,0,Sunday,DET,AL,15,MIN,AL,16,d,MIN04,,
20250413,0,Sunday,PHI,NL,15,SLN,NL,15,d,STL10,,
20250413,0,Sunday,NYN,NL,15,ATH,AL,16,d,SAC01,,
20250413,0,Sunday,MIL,NL,16,ARI,NL,16,d,PHO01,,
20250413,0,Sunday,COL,NL,15,SDN,NL,16,d,SAN02,,
20250413,0,Sunday,TEX,AL,16,SEA,AL,16,d,SEA03,,
20250413,0,Sunday,CHN,NL,18,LAN,NL,17,d,LOS03,,
20250414,0,Monday,WAS,NL,16,PIT,NL,17,n,PIT08,,
20250414,0,Monday,SFN,NL,16,PHI,NL,16,n,PHI13,,
20250414,0,Monday,KCA,AL,17,NYA,AL,16,n,NYC21,,
20250414,0,Monday,BOS,AL,18,TBA,AL,16,n,TAM02,,
20250414,0,Monday,ATL,NL,17,TOR,AL,18,n,TOR02,,
20250414,0,Monday,DET,AL,16,MIL,NL,17,n,MIL06,,
20250414,0,Monday,NYN,NL,16,MIN,AL,17,n,MIN04,,
20250414,0,Monday,HOU,AL,16,SLN,NL,16,n,STL10,,
20250414,0,Monday,CHN,NL,19,SDN,NL,17,n,SAN02,,
20250414,0,Monday,COL,NL,16,LAN,NL,18,n,LOS03,,
20250415,0,Tuesday,SEA,AL,17,CIN,NL,17,n,CIN09,,
20250415,0,Tuesday,ARI,NL,17,MIA,NL,17,n,MIA02,,
20250415,0,Tuesday,WAS,NL,17,PIT,NL,18,n,PIT08,,
20250415,0,Tuesday,SFN,NL,17,PHI,NL,17,n,PHI13,,
20250415,0,Tuesday,CLE,AL,16,BAL,AL,17,n,BAL12,,
20250415,0,Tuesday,KCA,AL,18,NYA,AL,17,n,NYC21,,
20250415,0,Tuesday,BOS,AL,19,TBA,AL,17,n,TAM02,,
20250415,0,Tuesday,ATL,NL,18,TOR,AL,19,n,TOR02,,
20250415,0,Tuesday,ATH,AL,17,CHA,AL,16,n,CHI12,,
20250415,0,Tuesday,DET,AL,17,MIL,NL,18,n,MIL06,,
20250415,0,Tuesday,NYN,NL,17,MIN,AL,18,n,MIN04,,
20250415,0,Tuesday,HOU,AL,17,SLN,NL,17,n,STL10,,
20250415,0,Tuesday,ANA,AL,16,TEX,AL,17,n,ARL03,,
20250415,0,Tuesday,CHN,NL,20,SDN,NL,18,n,SAN02,,
20250415,0,Tuesday,COL,NL,17,LAN,NL,19,n,LOS03,,
20250416,0,Wednesday,ATL,NL,19,TOR,AL,20,d,TOR02,,
20250416,0,Wednesday,DET,AL,18,MIL,NL,19,d,MIL06,,
20250416,0,Wednesday,NYN,NL,18,MIN,AL,19,d,MIN04,,
20250416,0,Wednesday,HOU,AL,18,SLN,NL,18,d,STL10,,
20250416,0,Wednesday,CHN,NL,21,SDN,NL,19,d,SAN02,,
20250416,0,Wednesday,CLE,AL,17,BAL,AL,18,n,BAL12,,
20250416,0,Wednesday,SEA,AL,18,CIN,NL,18,n,CIN09,,
20250416,0,Wednesday,ARI,NL,18,MIA,NL,18,n,MIA02,,
20250416,0,Wednesday,WAS,NL,18,PIT,NL,19,n,PIT08,,
20250416,0,Wednesday,SFN,NL,18,PHI,NL,18,n,PHI13,,
20250416,0,Wednesday,KCA,AL,19,NYA,AL,18,n,NYC21,,
20250416,0,Wednesday,BOS,AL,20,TBA,AL,18,n,TAM02,,
20250416,0,Wednesday,ATH,AL,18,CHA,AL,17,n,CHI12,,
20250416,0,Wednesday,ANA,AL,17,TEX,AL,18,n,ARL03,,
20250416,0,Wednesday,COL,NL,18,LAN,NL,20,n,LOS03,,
20250417,0,Thursday,ARI,NL,19,MIA,NL,19,d,MIA02,,
20250417,0,Thursday,WAS,NL,19,PIT,NL,20,d,PIT08,,
20250417,0,Thursday,SEA,AL,19,CIN,NL,19,d,CIN09,,
20250417,0,Thursday,ATH,AL,19,CHA,AL,18,d,CHI12,,
20250417,0,Thursday,SFN,NL,19,PHI,NL,19,d,PHI13,,
20250417,0,Thursday,CLE,AL,18,BAL,AL,19,n,BAL12,,
20250417,0,Thursday,KCA,AL,20,DET,AL,19,n,DET05,,
20250417,0,Thursday,NYA,AL,19,TBA,AL,19,n,TAM02,,
20250417,0,Thursday,SLN,NL,19,NYN,NL,19,n,NYC20,,
20250417,0,Thursday,ANA,AL,18,TEX,AL,19,n,ARL03,,
20250418,0,Friday,ARI,NL,20,CHN,NL,22,d,CHI11,,
20250418,0,Friday,KCA,AL,21,DET,AL,20,n,DET05,,
20250418,0,Friday,CLE,AL,19,PIT,NL,21,n,PIT08,,
20250418,0,Friday,MIA,NL,20,PHI,NL,20,n,PHI13,,
20250418,0,Friday,CIN,NL,20,BAL,AL,20,n,BAL12,,
20250418,0,Friday,NYA,AL,20,TBA,AL,20,n,TAM02,,
20250418,0,Friday,SEA,AL,20,TOR,AL,21,n,TOR02,,
20250418,0,Friday,CHA,AL,19,BOS,AL,21,n,BOS07,,
20250418,0,Friday,SLN,NL,20,NYN,NL,20,n,NYC20,,
20250418,0,Friday,MIN,AL,20,ATL,NL,20,n,ATL03,,
20250418,0,Friday,LAN,NL,21,TEX,AL,20,n,ARL03,,
20250418,0,Friday,SDN,NL,20,HOU,AL,19,n,HOU03,,
20250418,0,Friday,ATH,AL,20,MIL,NL,20,n,MIL06,,
20250418,0,Friday,WAS,NL,20,COL,NL,19,n,DEN02,,
20250418,0,Friday,SFN,NL,20,ANA,AL,19,n,ANA01,,
20250419,0,Saturday,MIA,NL,21,PHI,NL,21,d,PHI13,,
20250419,0,Saturday,KCA,AL,22,DET,AL,21,d,DET05,,
20250419,0,Saturday,ARI,NL,21,CHN,NL,23,d,CHI11,,
20250419,0,Saturday,SEA,AL,21,TOR,AL,22,d,TOR02,,
20250419,0,Saturday,WAS,NL,21,COL,NL,20,d,DEN02,,
20250419,0,Saturday,CIN,NL,21,BAL,AL,21,d,BAL12,,
20250419,0,Saturday,SLN,NL,21,NYN,NL,21,d,NYC20,,
20250419,0,Saturday,CLE,AL,20,PIT,NL,22,d,PIT08,,
20250419,0,Saturday,LAN,NL,22,TEX,AL,21,d,ARL03,,
20250419,0,Saturday,CHA,AL,20,BOS,AL,22,d,BOS07,,
20250419,0,Saturday,NYA,AL,21,TBA,AL,21,d,TAM02,,
20250419,0,Saturday,SDN,NL,21,HOU,AL,20,n,HOU03,,
20250419,0,Saturday,ATH,AL,21,MIL,NL,21,n,MIL06,,
20250419,0,Saturday,MIN,AL,21,ATL,NL,21,n,ATL03,,
20250419,0,Saturday,SFN,NL,21,ANA,AL,20,n,ANA01,,
20250420,0,Sunday,MIN,AL,22,ATL,NL,22,d,ATL03,,
20250420,0,Sunday,CIN,NL,22,BAL,AL,22,d,BAL12,,
20250420,0,Sunday,CHA,AL,21,BOS,AL,23,d,BOS07,,
20250420,0,Sunday,MIA,NL,22,PHI,NL,22,d,PHI13,,
20250420,0,Sunday,CLE,AL,21,PIT,NL,23,d,PIT08,,
20250420,0,Sunday,SEA,AL,22,TOR,AL,23,d,TOR02,,
20250420,0,Sunday,KCA,AL,23,DET,AL,22,d,DET05,,
20250420,0,Sunday,SLN,NL,22,NYN,NL,22,d,NYC20,,
20250420,0,Sunday,NYA,AL,22,TBA,AL,22,d,TAM02,,
20250420,0,Sunday,ATH,AL,22,MIL,NL,22,d,MIL06,,
20250420,0,Sunday,ARI,NL,22,CHN,NL,24,d,CHI11,,
20250420,0,Sunday,LAN,NL,23,TEX,AL,22,d,ARL03,,
20250420,0,Sunday,WAS,NL,22,COL,NL,21,d,DEN02,,
20250420,0,Sunday,SFN,NL,22,ANA,AL,21,d,ANA01,,
20250420,0,Sunday,SDN,NL,22,HOU,AL,21,n,HOU03,,
20250421,0,Monday,CHA,AL,22,BOS,AL,24,d,BOS07,,
20250421,0,Monday,NYA,AL,23,CLE,AL,22,n,CLE08,,
20250421,0,Monday,SDN,NL,23,DET,AL,23,n,DET05,,
20250421,0,Monday,CIN,NL,23,MIA,NL,23,n,MIA02,,
20250421,0,Monday,PHI,NL,23,NYN,NL,23,n,NYC20,,
20250421,0,Monday,SLN,NL,23,ATL,NL,23,n,ATL03,,
20250421,0,Monday,TOR,AL,24,HOU,AL,22,n,HOU03,,
20250421,0,Monday,MIL,NL,23,SFN,NL,23,n,SFO03,,
20250422,0,Tuesday,NYA,AL,24,CLE,AL,23,n,CLE08,,
20250422,0,Tuesday,SDN,NL,24,DET,AL,24,n,DET05,,
20250422,0,Tuesday,CIN,NL,24,MIA,NL,24,n,MIA02,,
20250422,0,Tuesday,SEA,AL,23,BOS,AL,25,n,BOS07,,
20250422,0,Tuesday,BAL,AL,23,WAS,NL,23,n,WAS11,,
20250422,0,Tuesday,PHI,NL,24,NYN,NL,24,n,NYC20,,
20250422,0,Tuesday,SLN,NL,24,ATL,NL,24,n,ATL03,,
20250422,0,Tuesday,LAN,NL,24,CHN,NL,25,n,CHI11,,
20250422,0,Tuesday,COL,NL,22,KCA,AL,24,n,KAN06,,
20250422,0,Tuesday,CHA,AL,23,MIN,AL,23,n,MIN04,,
20250422,0,Tuesday,TOR,AL,25,HOU,AL,23,n,HOU03,,
20250422,0,Tuesday,PIT,NL,24,ANA,AL,22,n,ANA01,,
20250422,0,Tuesday,TBA,AL,23,ARI,NL,23,n,PHO01,,
20250422,0,Tuesday,MIL,NL,24,SFN,NL,24,n,SFO03,,
20250422,0,Tuesday,TEX,AL,23,ATH,AL,23,n,SAC01,,
20250423,0,Wednesday,SLN,NL,25,ATL,NL,25,d,ATL03,,
20250423,0,Wednesday,NYA,AL,25,CLE,AL,24,d,CLE08,,
20250423,0,Wednesday,SDN,NL,25,DET,AL,25,d,DET05,,
20250423,0,Wednesday,CIN,NL,25,MIA,NL,25,d,MIA02,,
20250423,0,Wednesday,PHI,NL,25,NYN,NL,25,d,NYC20,,
20250423,0,Wednesday,SEA,AL,24,BOS,AL,26,n,BOS07,,
20250423,0,Wednesday,BAL,AL,24,WAS,NL,24,n,WAS11,,
20250423,0,Wednesday,LAN,NL,25,CHN,NL,26,n,CHI11,,
20250423,0,Wednesday,TOR,AL,26,HOU,AL,24,n,HOU03,,
20250423,0,Wednesday,COL,NL,23,KCA,AL,25,n,KAN06,,
20250423,0,Wednesday,CHA,AL,24,MIN,AL,24,n,MIN04,,
20250423,0,Wednesday,PIT,NL,25,ANA,AL,23,n,ANA01,,
20250423,0,Wednesday,TBA,AL,24,ARI,NL,24,n,PHO01,,
